Chromosome,Start,End,cM,strand GRCm39,MGI ID,Feature Type,Symbol,Name
9,106347521,106354148,57.58,-,MGI:1891258,protein coding gene,Parp3,"poly (ADP-ribose) polymerase family, member 3"
18,9958176,9995486,4.91,+,MGI:1919668,protein coding gene,Thoc1,THO complex 1
10,43454433,43460261,23.01,+,MGI:88323,protein coding gene,Cd24a,CD24a antigen
1,36346814,36363110,15.2,+,MGI:2443039,protein coding gene,Arid5a,AT-rich interaction domain 5A
1,155003620,155022560,66.45,-,MGI:1195463,protein coding gene,Mr1,"major histocompatibility complex, class I-related"
5,130200644,130243178,68.78,+,MGI:1929459,protein coding gene,Rabgef1,RAB guanine nucleotide exchange factor (GEF) 1
7,19637503,19655068,9.95,-,MGI:107741,protein coding gene,Pvr,poliovirus receptor
9,119165000,119169084,71.33,-,MGI:108005,protein coding gene,Myd88,myeloid differentiation primary response gene 88
2,121978168,121983563,60.55,+,MGI:88127,protein coding gene,B2m,beta-2 microglobulin
1,182591609,182724161,85.94,+,MGI:2138351,protein coding gene,Susd4,sushi domain containing 4
8,118225030,118361881,64.26,+,MGI:97616,protein coding gene,Plcg2,"phospholipase C, gamma 2"
1,130563658,130589394,56.89,-,MGI:88229,protein coding gene,C4bp,complement component 4 binding protein
11,116221530,116226225,81.16,-,MGI:1347474,protein coding gene,Foxj1,forkhead box J1
5,38863805,39034155,20.81,-,MGI:1351468,protein coding gene,Clnk,cytokine-dependent hematopoietic cell linker
10,22238169,22250012,,+,MGI:109432,protein coding gene,Raet1b,retinoic acid early transcript beta
10,7394873,7423643,,-,MGI:1925027,protein coding gene,Ulbp1,UL16 binding protein 1
1,171745002,171776525,79.54,+,MGI:1353620,protein coding gene,Slamf6,SLAM family member 6
7,25161132,25177028,13.84,-,MGI:1347245,protein coding gene,Ceacam1,CEA cell adhesion molecule 1
1,170060440,170079156,76.84,+,MGI:3622649,protein coding gene,Sh2d1b2,SH2 domain containing 1B2
5,122781974,122829495,62.5,+,MGI:1339957,protein coding gene,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7"
7,144132060,144136178,88.85,-,MGI:109324,protein coding gene,Fadd,Fas associated via death domain
1,130504450,130557358,56.89,-,MGI:104965,protein coding gene,Zp3r,zona pellucida 3 receptor
X,47235313,47250442,25.54,+,MGI:1921381,protein coding gene,Sash3,SAM and SH3 domain containing 3
19,20350798,20368035,13.83,-,MGI:96819,protein coding gene,Anxa1,annexin A1
7,30113207,30117007,17.45,+,MGI:1277211,protein coding gene,Tyrobp,TYRO protein tyrosine kinase binding protein
10,60182630,60208463,30.26,+,MGI:1921298,protein coding gene,Vsir,V-set immunoregulatory receptor
11,114780006,114792772,80.54,+,MGI:2443411,protein coding gene,Cd300a,CD300A molecule
7,44485712,44490233,28.93,+,MGI:109552,protein coding gene,Il4i1,interleukin 4 induced 1
7,44465794,44490228,,+,MGI:5439399,protein coding gene,Il4i1b,interleukin 4 induced 1B
4,58042796,58206596,31.87,-,MGI:1928849,protein coding gene,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
18,46691298,46707600,24.65,-,MGI:3040056,protein coding gene,Ticam2,TIR domain containing adaptor molecule 2
7,142520566,142523001,88.08,-,MGI:96920,protein coding gene,Ascl2,achaete-scute family bHLH transcription factor 2
17,35422141,35424327,18.59,-,MGI:104797,protein coding gene,Lta,lymphotoxin A
9,119022040,119038164,71.33,-,MGI:2143107,protein coding gene,Slc22a13,"solute carrier family 22 (organic cation transporter), member 13"
17,56576462,56583767,29.24,-,MGI:2147032,protein coding gene,Ticam1,TIR domain containing adaptor molecule 1
2,25407994,25436952,17.32,-,MGI:101835,protein coding gene,Traf2,TNF receptor-associated factor 2
2,117110464,117173358,59.19,-,MGI:1314635,protein coding gene,Rasgrp1,RAS guanyl releasing protein 1
17,87415107,87445267,56.93,+,MGI:2385459,protein coding gene,Socs5,suppressor of cytokine signaling 5
1,64769717,64776907,32.74,-,MGI:108571,protein coding gene,Fzd5,frizzled class receptor 5
5,136008959,136017478,75.62,+,MGI:99215,protein coding gene,Zp3,zona pellucida glycoprotein 3
1,184459340,184464690,88.97,-,MGI:96109,protein coding gene,Hlx,H2.0-like homeobox
4,3676865,3791612,2.05,+,MGI:96892,protein coding gene,Lyn,"LYN proto-oncogene, Src family tyrosine kinase"
9,40880987,40915922,21.79,-,MGI:1859822,protein coding gene,Crtam,cytotoxic and regulatory T cell molecule
8,75820249,75827217,35.59,+,MGI:96163,protein coding gene,Hmox1,heme oxygenase 1
1,83094487,83096888,42.69,+,MGI:1329031,protein coding gene,Ccl20,C-C motif chemokine ligand 20
7,30121157,30128171,17.52,+,MGI:3041243,protein coding gene,Nfkbid,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta"
18,62637226,62681766,35.11,-,MGI:2444639,protein coding gene,Fbxo38,F-box protein 38
19,29902514,29938118,24.56,+,MGI:1924375,protein coding gene,Il33,interleukin 33
2,37260081,37312915,24.19,-,MGI:2442789,protein coding gene,Rc3h2,ring finger and CCCH-type zinc finger domains 2
1,160733988,160802548,69.75,+,MGI:2685397,protein coding gene,Rc3h1,RING CCCH (C3H) domains 1
16,32555089,32602761,23.3,+,MGI:2153525,protein coding gene,Muc4,mucin 4
5,127672728,127709961,66,-,MGI:2140796,protein coding gene,Slc15a4,"solute carrier family 15, member 4"
12,35547978,35584988,15.78,-,MGI:105043,protein coding gene,Ahr,aryl-hydrocarbon receptor
4,125012216,125021633,58.1,-,MGI:2385891,protein coding gene,Zc3h12a,zinc finger CCCH type containing 12A
2,26242188,26250930,18.87,-,MGI:2685628,protein coding gene,Card9,"caspase recruitment domain family, member 9"
9,108887000,108888791,59.63,-,MGI:1328317,protein coding gene,Trex1,three prime repair exonuclease 1
7,127661812,127717663,69.93,+,MGI:96607,protein coding gene,Itgam,integrin alpha M
1,161322224,161332859,69.75,+,MGI:2673064,protein coding gene,Tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18"
3,86903141,86906748,37.91,-,MGI:107674,protein coding gene,Cd1d1,CD1d1 antigen
2,62160417,62242575,35.85,-,MGI:94919,protein coding gene,Dpp4,dipeptidylpeptidase 4
4,40203773,40239828,20.24,-,MGI:2442858,protein coding gene,Rigi,RNA sensor RIG-I
2,131075983,131089945,63.3,+,MGI:2444773,protein coding gene,Mavs,mitochondrial antiviral signaling protein
13,30844042,30895215,13.26,+,MGI:1915926,protein coding gene,Dusp22,dual specificity phosphatase 22
14,51181760,51190869,26.31,+,MGI:97365,protein coding gene,Pnp,purine-nucleoside phosphorylase
11,70323461,70331654,42.99,+,MGI:99474,protein coding gene,Arrb2,"arrestin, beta 2"
12,76417040,76443724,33.73,+,MGI:2442326,protein coding gene,Zbtb1,zinc finger and BTB domain containing 1
3,83743579,83749045,37.4,-,MGI:1346060,protein coding gene,Tlr2,toll-like receptor 2
8,13209161,13225338,5.73,+,MGI:96745,protein coding gene,Lamp1,lysosomal-associated membrane protein 1
10,18876658,18891158,8.08,-,MGI:1196377,protein coding gene,Tnfaip3,"tumor necrosis factor, alpha-induced protein 3"
6,129616027,129620300,63.44,-,MGI:1929720,protein coding gene,Klrc3,"killer cell lectin-like receptor subfamily C, member 3"
8,110505215,110590842,57.26,+,MGI:101919,protein coding gene,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit"
1,130947582,130952711,56.89,+,MGI:96537,protein coding gene,Il10,interleukin 10
X,41591442,41610974,23.2,+,MGI:1328352,protein coding gene,Sh2d1a,SH2 domain containing 1A
3,89284953,89300976,39.09,-,MGI:102755,protein coding gene,Zbtb7b,zinc finger and BTB domain containing 7B
17,35752074,35756659,,+,MGI:95938,protein coding gene,H2-Q9,"histocompatibility 2, Q region locus 9"
6,129706004,129717447,63.44,-,MGI:2443965,protein coding gene,Klri2,killer cell lectin-like receptor family I member 2
6,124881324,124888668,59.17,-,MGI:106588,protein coding gene,Lag3,lymphocyte-activation gene 3
7,127590545,127593039,69.88,-,MGI:1931465,protein coding gene,Pycard,PYD and CARD domain containing
10,22236451,22250038,10.02,+,MGI:1861032,protein coding gene,Raet1d,retinoic acid early transcript delta
10,22149373,22164748,9.96,+,MGI:3649078,protein coding gene,H60b,histocompatibility 60b
11,70681758,70703387,43.21,-,MGI:3610314,protein coding gene,Scimp,SLP adaptor and CSK interacting membrane protein
6,129674181,129694095,63.44,-,MGI:3530275,protein coding gene,Klri1,killer cell lectin-like receptor family I member 1
10,3206208,3217771,2.08,-,MGI:3774845,protein coding gene,H60c,histocompatibility 60c
11,100750177,100775995,63.77,+,MGI:103036,protein coding gene,Stat5a,signal transducer and activator of transcription 5A
5,75735647,75817382,39.55,+,MGI:96677,protein coding gene,Kit,KIT proto-oncogene receptor tyrosine kinase
15,63800946,63932327,28.16,-,MGI:1923520,protein coding gene,Cyrib,CYFIP related Rac1 interactor B
12,85733494,85755861,39.78,+,MGI:1859147,protein coding gene,Batf,"basic leucine zipper transcription factor, ATF-like"
X,56257503,56269402,31.21,+,MGI:88337,protein coding gene,Cd40lg,CD40 ligand
4,42754525,42756558,22.44,-,MGI:1346316,protein coding gene,Ccl19,C-C motif chemokine ligand 19
11,100671557,100741407,63.63,-,MGI:103035,protein coding gene,Stat5b,signal transducer and activator of transcription 5B
1,171667265,171718285,79.54,+,MGI:1336885,protein coding gene,Cd84,CD84 antigen
10,22049801,22250038,9.89,+,MGI:109431,protein coding gene,Raet1c,retinoic acid early transcript gamma
10,22034508,22250038,,+,MGI:109477,protein coding gene,Raet1a,"retinoic acid early transcript 1, alpha"
16,45856020,45940614,30.45,-,MGI:1934368,protein coding gene,Cd96,CD96 antigen
5,90920362,90921242,44.78,+,MGI:1888711,protein coding gene,Pf4,platelet factor 4
10,,,,,MGI:1306817,protein coding gene,H60a,histocompatibility 60a
17,35736240,35742723,,+,MGI:95937,protein coding gene,H2-Q8,"histocompatibility 2, Q region locus 8"
17,36366708,36369263,18.88,-,MGI:95947,protein coding gene,H2-T15,"histocompatibility 2, T region locus 15"
17,36316587,36331452,18.84,-,MGI:95958,protein coding gene,H2-T24,"histocompatibility 2, T region locus 24"
7,17979272,18000017,9.15,+,MGI:2179988,protein coding gene,Mill1,MHC I like leukocyte 1
7,18573891,18599327,9.35,+,MGI:2179989,protein coding gene,Mill2,MHC I like leukocyte 2
11,98818644,98865768,62.76,+,MGI:97856,protein coding gene,Rara,"retinoic acid receptor, alpha"
17,37288593,37292129,19.16,-,MGI:1924047,protein coding gene,2410137M14Rik,RIKEN cDNA 2410137M14 gene
10,22034441,22059820,9.89,+,MGI:2675273,protein coding gene,Raet1e,retinoic acid early transcript 1E
10,24025182,24064859,11.45,+,MGI:1858210,protein coding gene,Stx7,syntaxin 7
4,48045153,48086447,26.07,+,MGI:1352457,protein coding gene,Nr4a3,"nuclear receptor subfamily 4, group A, member 3"
7,45358891,45367426,29.45,-,MGI:1861380,protein coding gene,Sphk2,sphingosine kinase 2
7,127439832,127450160,69.77,+,MGI:893577,protein coding gene,Stx4a,syntaxin 4A (placental)
16,38277793,38316682,26.86,+,MGI:101775,protein coding gene,Cd80,CD80 antigen
14,20549432,20596641,11.53,-,MGI:107163,protein coding gene,Ppp3cb,"protein phosphatase 3, catalytic subunit, beta isoform"
8,3757064,3770651,1.92,-,MGI:1923113,protein coding gene,Clec4g,"C-type lectin domain family 4, member g"
7,19542387,19556691,9.95,-,MGI:88140,protein coding gene,Bcl3,B cell leukemia/lymphoma 3
7,30517778,30523200,19.25,-,MGI:2441731,protein coding gene,Ffar2,free fatty acid receptor 2
6,83011186,83029547,35.94,+,MGI:1337004,protein coding gene,Loxl3,lysyl oxidase-like 3
5,86219446,86251859,43.56,+,MGI:1926193,protein coding gene,Stap1,signal transducing adaptor family member 1
9,35095847,35111587,19.99,-,MGI:2152213,protein coding gene,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
8,121811125,121814883,70.31,+,MGI:1347470,protein coding gene,Foxf1,forkhead box F1
19,30210342,30217087,25.14,+,MGI:96924,protein coding gene,Mbl2,mannose-binding lectin (protein C) 2
1,74414354,74425221,38.54,+,MGI:1345275,protein coding gene,Slc11a1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
X,,,,,MGI:1096399,protein coding gene,Vamp7,vesicle-associated membrane protein 7
13,30933209,30950959,13.28,+,MGI:1096873,protein coding gene,Irf4,interferon regulatory factor 4
5,21577671,21583384,9.83,+,MGI:103266,protein coding gene,Fgl2,fibrinogen-like protein 2
8,45848702,45864112,25.31,-,MGI:2156367,protein coding gene,Tlr3,toll-like receptor 3
10,77904921,77915359,39.72,+,MGI:1354701,protein coding gene,Icosl,icos ligand
17,57586100,57635031,29.76,+,MGI:98923,protein coding gene,Vav1,vav 1 oncogene
17,24292654,24369898,12.23,-,MGI:1338068,protein coding gene,Pdpk1,3-phosphoinositide dependent protein kinase 1
7,142204503,142220553,87.99,-,MGI:96434,protein coding gene,Igf2,insulin-like growth factor 2
13,33211397,33224571,13.79,+,MGI:894668,protein coding gene,Serpinb9b,"serine (or cysteine) peptidase inhibitor, clade B, member 9b"
13,33187233,33201940,13.79,+,MGI:106603,protein coding gene,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9"
6,98902299,99499682,45.74,-,MGI:1914004,protein coding gene,Foxp1,forkhead box P1
10,75695187,75696074,38.59,-,MGI:96982,protein coding gene,Mif,macrophage migration inhibitory factor (glycosylation-inhibiting factor)
2,163568504,163592159,84.44,-,MGI:87916,protein coding gene,Ada,adenosine deaminase
6,129157578,129163497,63.16,+,MGI:2135589,protein coding gene,Clec2d,"C-type lectin domain family 2, member d"
9,47441471,47769413,25.83,+,MGI:1889272,protein coding gene,Cadm1,cell adhesion molecule 1
6,129352478,129362837,63.28,-,MGI:1918433,protein coding gene,Clec12b,"C-type lectin domain family 12, member B"
10,77366164,77401542,39.72,+,MGI:96611,protein coding gene,Itgb2,integrin beta 2
10,62416030,62438060,32.43,-,MGI:1860494,protein coding gene,Ddx21,DExD box helicase 21
4,155006390,155013020,85.81,-,MGI:2675303,protein coding gene,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"
3,62375434,62414425,29.97,-,MGI:1919412,protein coding gene,Dhx36,DEAH-box helicase 36
10,119977553,120038035,67.94,-,MGI:1921164,protein coding gene,Irak3,interleukin-1 receptor-associated kinase 3
12,13269308,13299175,6.4,-,MGI:2144727,protein coding gene,Ddx1,DEAD box helicase 1
16,96223488,96244819,56.95,-,MGI:1277979,protein coding gene,Itgb2l,integrin beta 2-like
6,128755448,128765514,63.09,-,MGI:107538,protein coding gene,Klrb1c,killer cell lectin-like receptor subfamily B member 1C
7,24443408,24459736,12.58,-,MGI:1916141,protein coding gene,Cd177,CD177 antigen
9,44164014,44179896,24.84,-,MGI:2429611,protein coding gene,Nlrx1,NLR family member X1
18,24122689,24138433,12.51,+,MGI:99179,protein coding gene,Zfp35,zinc finger protein 35
11,75570085,75597734,45.92,+,MGI:88508,protein coding gene,Crk,v-crk avian sarcoma virus CT10 oncogene homolog
17,34482201,34488392,17.98,+,MGI:103070,protein coding gene,H2-Ab1,"histocompatibility 2, class II antigen A, beta 1"
17,64170057,64446491,33.06,+,MGI:105917,protein coding gene,Fer,FER tyrosine kinase
4,45423276,45530828,24,-,MGI:98294,protein coding gene,Shb,src homology 2 domain-containing transforming protein B
11,70868672,70873852,43.21,-,MGI:1194505,protein coding gene,C1qbp,"complement component 1, q subcomponent binding protein"
9,106099797,106104075,57.46,+,MGI:1932389,protein coding gene,Tlr9,toll-like receptor 9
6,87605406,87649175,38.52,-,MGI:1919353,protein coding gene,Aplf,aprataxin and PNKP like factor
11,78097575,78136798,46.74,-,MGI:107726,protein coding gene,Supt6,"SPT6, histone chaperone and transcription elongation factor"
17,34406530,34416199,17.98,+,MGI:98483,protein coding gene,Tap1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
2,84595731,84605788,49.45,-,MGI:894696,protein coding gene,Serping1,"serine (or cysteine) peptidase inhibitor, clade G, member 1"
10,74896424,75020753,38.49,+,MGI:88141,protein coding gene,Bcr,BCR activator of RhoGEF and GTPase
11,76307560,76468515,45.92,-,MGI:107771,protein coding gene,Abr,active BCR-related gene
11,29642947,29694331,16.79,+,MGI:1915835,protein coding gene,Rtn4,reticulon 4
6,88170873,88184014,39.2,+,MGI:95662,protein coding gene,Gata2,GATA binding protein 2
13,33376942,33387112,13.83,+,MGI:894667,protein coding gene,Serpinb9d,"serine (or cysteine) peptidase inhibitor, clade B, member 9d"
13,33333258,33343725,13.82,-,MGI:894669,protein coding gene,Serpinb9c,"serine (or cysteine) peptidase inhibitor, clade B, member 9c"
13,33508060,33519353,13.86,+,MGI:894671,protein coding gene,Serpinb9f,"serine (or cysteine) peptidase inhibitor, clade B, member 9f"
13,33433595,33444833,13.84,+,MGI:894672,protein coding gene,Serpinb9e,"serine (or cysteine) peptidase inhibitor, clade B, member 9e"
13,33668773,33679985,13.9,+,MGI:1919260,protein coding gene,Serpinb9g,"serine (or cysteine) peptidase inhibitor, clade B, member 9g"
6,128790669,128803278,63.09,-,MGI:107539,protein coding gene,Klrb1b,killer cell lectin-like receptor subfamily B member 1B
17,24912164,24915065,12.48,-,MGI:107757,protein coding gene,Gfer,"growth factor, augmenter of liver regeneration"
13,33579656,33589128,13.88,+,MGI:3709608,protein coding gene,Serpinb9h,"serine (or cysteine) peptidase inhibitor, clade B, member 9h"
11,115952921,115968787,80.91,-,MGI:1917700,protein coding gene,Unc13d,unc-13 homolog D
4,132701406,132729204,66.11,+,MGI:95527,protein coding gene,Fgr,"FGR proto-oncogene, Src family tyrosine kinase"
11,53522151,53525529,31.98,-,MGI:96541,protein coding gene,Il13,interleukin 13
9,5298517,5307281,2.46,+,MGI:96544,protein coding gene,Casp1,caspase 1
2,158148413,158174772,78.72,+,MGI:1098776,protein coding gene,Lbp,lipopolysaccharide binding protein
7,109820918,109882713,57.7,+,MGI:1298390,protein coding gene,Swap70,SWA-70 protein
7,24408667,24413960,12.38,+,MGI:2681843,protein coding gene,Lypd10,Ly6/PLAUR domain containing 10
7,24414456,24426333,12.46,-,MGI:3643098,protein coding gene,Lypd11,Ly6/PLAUR domain containing 11
